MatchID,Round Number,Date
2024-2025_Man United_Fulham,1,16/08/2024 20:00
2024-2025_Ipswich_Liverpool,1,17/08/2024 12:30
2024-2025_Arsenal_Wolves,1,17/08/2024 15:00
2024-2025_Everton_Brighton,1,17/08/2024 15:00
2024-2025_Newcastle_Southampton,1,17/08/2024 15:00
2024-2025_Nott'm Forest_Bournemouth,1,17/08/2024 15:00
2024-2025_West Ham_Aston Villa,1,17/08/2024 17:30
2024-2025_Brentford_Crystal Palace,1,18/08/2024 14:00
2024-2025_Chelsea_Man City,1,18/08/2024 16:30
2024-2025_Leicester_Tottenham,1,19/08/2024 20:00
2024-2025_Brighton_Man United,2,24/08/2024 12:30
2024-2025_Crystal Palace_West Ham,2,24/08/2024 15:00
2024-2025_Fulham_Leicester,2,24/08/2024 15:00
2024-2025_Man City_Ipswich,2,24/08/2024 15:00
2024-2025_Southampton_Nott'm Forest,2,24/08/2024 15:00
2024-2025_Tottenham_Everton,2,24/08/2024 15:00
2024-2025_Aston Villa_Arsenal,2,24/08/2024 17:30
2024-2025_Bournemouth_Newcastle,2,25/08/2024 14:00
2024-2025_Wolves_Chelsea,2,25/08/2024 14:00
2024-2025_Liverpool_Brentford,2,25/08/2024 16:30
2024-2025_Arsenal_Brighton,3,31/08/2024 12:30
2024-2025_Brentford_Southampton,3,31/08/2024 15:00
2024-2025_Everton_Bournemouth,3,31/08/2024 15:00
2024-2025_Ipswich_Fulham,3,31/08/2024 15:00
2024-2025_Leicester_Aston Villa,3,31/08/2024 15:00
2024-2025_Nott'm Forest_Wolves,3,31/08/2024 15:00
2024-2025_West Ham_Man City,3,31/08/2024 17:30
2024-2025_Chelsea_Crystal Palace,3,01/09/2024 13:30
2024-2025_Newcastle_Tottenham,3,01/09/2024 13:30
2024-2025_Man United_Liverpool,3,01/09/2024 16:00
2024-2025_Southampton_Man United,4,14/09/2024 12:30
2024-2025_Brighton_Ipswich,4,14/09/2024 15:00
2024-2025_Crystal Palace_Leicester,4,14/09/2024 15:00
2024-2025_Fulham_West Ham,4,14/09/2024 15:00
2024-2025_Liverpool_Nott'm Forest,4,14/09/2024 15:00
2024-2025_Man City_Brentford,4,14/09/2024 15:00
2024-2025_Aston Villa_Everton,4,14/09/2024 17:30
2024-2025_Bournemouth_Chelsea,4,14/09/2024 20:00
2024-2025_Tottenham_Arsenal,4,15/09/2024 14:00
2024-2025_Wolves_Newcastle,4,15/09/2024 16:30
2024-2025_West Ham_Chelsea,5,21/09/2024 12:30
2024-2025_Aston Villa_Wolves,5,21/09/2024 15:00
2024-2025_Fulham_Newcastle,5,21/09/2024 15:00
2024-2025_Leicester_Everton,5,21/09/2024 15:00
2024-2025_Liverpool_Bournemouth,5,21/09/2024 15:00
2024-2025_Southampton_Ipswich,5,21/09/2024 15:00
2024-2025_Tottenham_Brentford,5,21/09/2024 15:00
2024-2025_Crystal Palace_Man United,5,21/09/2024 17:30
2024-2025_Brighton_Nott'm Forest,5,22/09/2024 14:00
2024-2025_Man City_Arsenal,5,22/09/2024 16:30
2024-2025_Newcastle_Man City,6,28/09/2024 12:30
2024-2025_Arsenal_Leicester,6,28/09/2024 15:00
2024-2025_Brentford_West Ham,6,28/09/2024 15:00
2024-2025_Chelsea_Brighton,6,28/09/2024 15:00
2024-2025_Everton_Crystal Palace,6,28/09/2024 15:00
2024-2025_Nott'm Forest_Fulham,6,28/09/2024 15:00
2024-2025_Wolves_Liverpool,6,28/09/2024 17:30
2024-2025_Ipswich_Aston Villa,6,29/09/2024 14:00
2024-2025_Man United_Tottenham,6,29/09/2024 16:30
2024-2025_Bournemouth_Southampton,6,30/09/2024 20:00
2024-2025_Crystal Palace_Liverpool,7,05/10/2024 12:30
2024-2025_Arsenal_Southampton,7,05/10/2024 15:00
2024-2025_Brentford_Wolves,7,05/10/2024 15:00
2024-2025_Leicester_Bournemouth,7,05/10/2024 15:00
2024-2025_Man City_Fulham,7,05/10/2024 15:00
2024-2025_West Ham_Ipswich,7,05/10/2024 15:00
2024-2025_Everton_Newcastle,7,05/10/2024 17:30
2024-2025_Aston Villa_Man United,7,06/10/2024 14:00
2024-2025_Chelsea_Nott'm Forest,7,06/10/2024 14:00
2024-2025_Brighton_Tottenham,7,06/10/2024 16:30
2024-2025_Tottenham_West Ham,8,19/10/2024 12:30
2024-2025_Fulham_Aston Villa,8,19/10/2024 15:00
2024-2025_Man United_Brentford,8,19/10/2024 15:00
2024-2025_Newcastle_Brighton,8,19/10/2024 15:00
2024-2025_Southampton_Leicester,8,19/10/2024 15:00
2024-2025_Ipswich_Everton,8,19/10/2024 15:15
2024-2025_Bournemouth_Arsenal,8,19/10/2024 17:30
2024-2025_Wolves_Man City,8,20/10/2024 14:00
2024-2025_Liverpool_Chelsea,8,20/10/2024 16:30
2024-2025_Nott'm Forest_Crystal Palace,8,21/10/2024 20:00
2024-2025_Leicester_Nott'm Forest,9,25/10/2024 20:00
2024-2025_Aston Villa_Bournemouth,9,26/10/2024 15:00
2024-2025_Brentford_Ipswich,9,26/10/2024 15:00
2024-2025_Brighton_Wolves,9,26/10/2024 15:00
2024-2025_Man City_Southampton,9,26/10/2024 15:00
2024-2025_Everton_Fulham,9,26/10/2024 17:30
2024-2025_Chelsea_Newcastle,9,27/10/2024 14:00
2024-2025_Crystal Palace_Tottenham,9,27/10/2024 14:00
2024-2025_West Ham_Man United,9,27/10/2024 14:00
2024-2025_Arsenal_Liverpool,9,27/10/2024 16:30
2024-2025_Newcastle_Arsenal,10,02/11/2024 12:30
2024-2025_Bournemouth_Man City,10,02/11/2024 15:00
2024-2025_Ipswich_Leicester,10,02/11/2024 15:00
2024-2025_Liverpool_Brighton,10,02/11/2024 15:00
2024-2025_Nott'm Forest_West Ham,10,02/11/2024 15:00
2024-2025_Southampton_Everton,10,02/11/2024 15:00
2024-2025_Wolves_Crystal Palace,10,02/11/2024 17:30
2024-2025_Tottenham_Aston Villa,10,03/11/2024 14:00
2024-2025_Man United_Chelsea,10,03/11/2024 16:30
2024-2025_Fulham_Brentford,10,04/11/2024 20:00
2024-2025_Brentford_Bournemouth,11,09/11/2024 15:00
2024-2025_Crystal Palace_Fulham,11,09/11/2024 15:00
2024-2025_West Ham_Everton,11,09/11/2024 15:00
2024-2025_Wolves_Southampton,11,09/11/2024 15:00
2024-2025_Brighton_Man City,11,09/11/2024 17:30
2024-2025_Liverpool_Aston Villa,11,09/11/2024 20:00
2024-2025_Man United_Leicester,11,10/11/2024 14:00
2024-2025_Nott'm Forest_Newcastle,11,10/11/2024 14:00
2024-2025_Tottenham_Ipswich,11,10/11/2024 14:00
2024-2025_Chelsea_Arsenal,11,10/11/2024 16:30
2024-2025_Leicester_Chelsea,12,23/11/2024 12:30
2024-2025_Arsenal_Nott'm Forest,12,23/11/2024 15:00
2024-2025_Aston Villa_Crystal Palace,12,23/11/2024 15:00
2024-2025_Bournemouth_Brighton,12,23/11/2024 15:00
2024-2025_Everton_Brentford,12,23/11/2024 15:00
2024-2025_Fulham_Wolves,12,23/11/2024 15:00
2024-2025_Man City_Tottenham,12,23/11/2024 17:30
2024-2025_Southampton_Liverpool,12,24/11/2024 14:00
2024-2025_Ipswich_Man United,12,24/11/2024 16:30
2024-2025_Newcastle_West Ham,12,25/11/2024 20:00
2024-2025_Brighton_Southampton,13,29/11/2024 20:00
2024-2025_Brentford_Leicester,13,30/11/2024 15:00
2024-2025_Crystal Palace_Newcastle,13,30/11/2024 15:00
2024-2025_Nott'm Forest_Ipswich,13,30/11/2024 15:00
2024-2025_Wolves_Bournemouth,13,30/11/2024 15:00
2024-2025_West Ham_Arsenal,13,30/11/2024 17:30
2024-2025_Chelsea_Aston Villa,13,01/12/2024 13:30
2024-2025_Man United_Everton,13,01/12/2024 13:30
2024-2025_Tottenham_Fulham,13,01/12/2024 13:30
2024-2025_Liverpool_Man City,13,01/12/2024 16:00
2024-2025_Ipswich_Crystal Palace,14,03/12/2024 19:30
2024-2025_Leicester_West Ham,14,03/12/2024 20:15
2024-2025_Everton_Wolves,14,04/12/2024 19:30
2024-2025_Man City_Nott'm Forest,14,04/12/2024 19:30
2024-2025_Newcastle_Liverpool,14,04/12/2024 19:30
2024-2025_Southampton_Chelsea,14,04/12/2024 19:30
2024-2025_Arsenal_Man United,14,04/12/2024 20:15
2024-2025_Aston Villa_Brentford,14,04/12/2024 20:15
2024-2025_Fulham_Brighton,14,05/12/2024 19:30
2024-2025_Bournemouth_Tottenham,14,05/12/2024 20:15
2024-2025_Aston Villa_Southampton,15,07/12/2024 15:00
2024-2025_Brentford_Newcastle,15,07/12/2024 15:00
2024-2025_Crystal Palace_Man City,15,07/12/2024 15:00
2024-2025_Man United_Nott'm Forest,15,07/12/2024 17:30
2024-2025_Fulham_Arsenal,15,08/12/2024 14:00
2024-2025_Ipswich_Bournemouth,15,08/12/2024 14:00
2024-2025_Leicester_Brighton,15,08/12/2024 14:00
2024-2025_Tottenham_Chelsea,15,08/12/2024 16:30
2024-2025_West Ham_Wolves,15,09/12/2024 20:00
2024-2025_Everton_Liverpool,15,12/02/2025 19:30
2024-2025_Arsenal_Everton,16,14/12/2024 15:00
2024-2025_Liverpool_Fulham,16,14/12/2024 15:00
2024-2025_Newcastle_Leicester,16,14/12/2024 15:00
2024-2025_Wolves_Ipswich,16,14/12/2024 15:00
2024-2025_Nott'm Forest_Aston Villa,16,14/12/2024 17:30
2024-2025_Brighton_Crystal Palace,16,15/12/2024 14:00
2024-2025_Man City_Man United,16,15/12/2024 16:30
2024-2025_Chelsea_Brentford,16,15/12/2024 19:00
2024-2025_Southampton_Tottenham,16,15/12/2024 19:00
2024-2025_Bournemouth_West Ham,16,16/12/2024 20:00
2024-2025_Aston Villa_Man City,17,21/12/2024 12:30
2024-2025_Brentford_Nott'm Forest,17,21/12/2024 15:00
2024-2025_Ipswich_Newcastle,17,21/12/2024 15:00
2024-2025_West Ham_Brighton,17,21/12/2024 15:00
2024-2025_Crystal Palace_Arsenal,17,21/12/2024 17:30
2024-2025_Everton_Chelsea,17,22/12/2024 14:00
2024-2025_Fulham_Southampton,17,22/12/2024 14:00
2024-2025_Leicester_Wolves,17,22/12/2024 14:00
2024-2025_Man United_Bournemouth,17,22/12/2024 14:00
2024-2025_Tottenham_Liverpool,17,22/12/2024 16:30
2024-2025_Man City_Everton,18,26/12/2024 12:30
2024-2025_Bournemouth_Crystal Palace,18,26/12/2024 15:00
2024-2025_Chelsea_Fulham,18,26/12/2024 15:00
2024-2025_Newcastle_Aston Villa,18,26/12/2024 15:00
2024-2025_Nott'm Forest_Tottenham,18,26/12/2024 15:00
2024-2025_Southampton_West Ham,18,26/12/2024 15:00
2024-2025_Wolves_Man United,18,26/12/2024 17:30
2024-2025_Liverpool_Leicester,18,26/12/2024 20:00
2024-2025_Brighton_Brentford,18,27/12/2024 19:30
2024-2025_Arsenal_Ipswich,18,27/12/2024 20:15
2024-2025_Leicester_Man City,19,29/12/2024 14:30
2024-2025_Crystal Palace_Southampton,19,29/12/2024 15:00
2024-2025_Everton_Nott'm Forest,19,29/12/2024 15:00
2024-2025_Fulham_Bournemouth,19,29/12/2024 15:00
2024-2025_Tottenham_Wolves,19,29/12/2024 15:00
2024-2025_West Ham_Liverpool,19,29/12/2024 17:15
2024-2025_Aston Villa_Brighton,19,30/12/2024 19:45
2024-2025_Ipswich_Chelsea,19,30/12/2024 19:45
2024-2025_Man United_Newcastle,19,30/12/2024 20:00
2024-2025_Brentford_Arsenal,19,01/01/2025 17:30
2024-2025_Tottenham_Newcastle,20,04/01/2025 12:30
2024-2025_Aston Villa_Leicester,20,04/01/2025 15:00
2024-2025_Bournemouth_Everton,20,04/01/2025 15:00
2024-2025_Crystal Palace_Chelsea,20,04/01/2025 15:00
2024-2025_Man City_West Ham,20,04/01/2025 15:00
2024-2025_Southampton_Brentford,20,04/01/2025 15:00
2024-2025_Brighton_Arsenal,20,04/01/2025 17:30
2024-2025_Fulham_Ipswich,20,05/01/2025 14:00
2024-2025_Liverpool_Man United,20,05/01/2025 16:30
2024-2025_Wolves_Nott'm Forest,20,06/01/2025 20:00
2024-2025_Brentford_Man City,21,14/01/2025 19:30
2024-2025_West Ham_Fulham,21,14/01/2025 19:30
2024-2025_Chelsea_Bournemouth,21,14/01/2025 19:30
2024-2025_Nott'm Forest_Liverpool,21,14/01/2025 20:00
2024-2025_Everton_Aston Villa,21,15/01/2025 19:30
2024-2025_Leicester_Crystal Palace,21,15/01/2025 19:30
2024-2025_Newcastle_Wolves,21,15/01/2025 19:30
2024-2025_Arsenal_Tottenham,21,15/01/2025 20:00
2024-2025_Ipswich_Brighton,21,16/01/2025 19:30
2024-2025_Man United_Southampton,21,16/01/2025 20:00
2024-2025_Newcastle_Bournemouth,22,18/01/2025 12:30
2024-2025_Brentford_Liverpool,22,18/01/2025 15:00
2024-2025_Leicester_Fulham,22,18/01/2025 15:00
2024-2025_West Ham_Crystal Palace,22,18/01/2025 15:00
2024-2025_Arsenal_Aston Villa,22,18/01/2025 17:30
2024-2025_Everton_Tottenham,22,19/01/2025 14:00
2024-2025_Man United_Brighton,22,19/01/2025 14:00
2024-2025_Nott'm Forest_Southampton,22,19/01/2025 14:00
2024-2025_Ipswich_Man City,22,19/01/2025 16:30
2024-2025_Chelsea_Wolves,22,20/01/2025 20:00
2024-2025_Bournemouth_Nott'm Forest,23,25/01/2025 15:00
2024-2025_Brighton_Everton,23,25/01/2025 15:00
2024-2025_Liverpool_Ipswich,23,25/01/2025 15:00
2024-2025_Southampton_Newcastle,23,25/01/2025 15:00
2024-2025_Wolves_Arsenal,23,25/01/2025 15:00
2024-2025_Man City_Chelsea,23,25/01/2025 17:30
2024-2025_Crystal Palace_Brentford,23,26/01/2025 14:00
2024-2025_Tottenham_Leicester,23,26/01/2025 14:00
2024-2025_Aston Villa_West Ham,23,26/01/2025 16:30
2024-2025_Fulham_Man United,23,26/01/2025 19:00
2024-2025_Nott'm Forest_Brighton,24,01/02/2025 12:30
2024-2025_Bournemouth_Liverpool,24,01/02/2025 15:00
2024-2025_Everton_Leicester,24,01/02/2025 15:00
2024-2025_Ipswich_Southampton,24,01/02/2025 15:00
2024-2025_Newcastle_Fulham,24,01/02/2025 15:00
2024-2025_Wolves_Aston Villa,24,01/02/2025 17:30
2024-2025_Brentford_Tottenham,24,02/02/2025 14:00
2024-2025_Man United_Crystal Palace,24,02/02/2025 14:00
2024-2025_Arsenal_Man City,24,02/02/2025 16:30
2024-2025_Chelsea_West Ham,24,03/02/2025 20:00
2024-2025_Brighton_Chelsea,25,14/02/2025 20:00
2024-2025_Leicester_Arsenal,25,15/02/2025 12:30
2024-2025_Aston Villa_Ipswich,25,15/02/2025 15:00
2024-2025_Fulham_Nott'm Forest,25,15/02/2025 15:00
2024-2025_Man City_Newcastle,25,15/02/2025 15:00
2024-2025_Southampton_Bournemouth,25,15/02/2025 15:00
2024-2025_West Ham_Brentford,25,15/02/2025 15:00
2024-2025_Crystal Palace_Everton,25,15/02/2025 17:30
2024-2025_Liverpool_Wolves,25,16/02/2025 14:00
2024-2025_Tottenham_Man United,25,16/02/2025 16:30
2024-2025_Leicester_Brentford,26,21/02/2025 20:00
2024-2025_Everton_Man United,26,22/02/2025 12:30
2024-2025_Arsenal_West Ham,26,22/02/2025 15:00
2024-2025_Bournemouth_Wolves,26,22/02/2025 15:00
2024-2025_Fulham_Crystal Palace,26,22/02/2025 15:00
2024-2025_Ipswich_Tottenham,26,22/02/2025 15:00
2024-2025_Southampton_Brighton,26,22/02/2025 15:00
2024-2025_Aston Villa_Chelsea,26,22/02/2025 17:30
2024-2025_Newcastle_Nott'm Forest,26,23/02/2025 14:00
2024-2025_Man City_Liverpool,26,23/02/2025 16:30
2024-2025_Brighton_Bournemouth,27,25/02/2025 19:30
2024-2025_Wolves_Fulham,27,25/02/2025 19:30
2024-2025_Crystal Palace_Aston Villa,27,25/02/2025 19:30
2024-2025_Chelsea_Southampton,27,25/02/2025 20:15
2024-2025_Brentford_Everton,27,26/02/2025 19:30
2024-2025_Nott'm Forest_Arsenal,27,26/02/2025 19:30
2024-2025_Tottenham_Man City,27,26/02/2025 19:30
2024-2025_Man United_Ipswich,27,26/02/2025 19:30
2024-2025_Liverpool_Newcastle,27,26/02/2025 20:15
2024-2025_West Ham_Leicester,27,27/02/2025 20:00
2024-2025_Nott'm Forest_Man City,28,08/03/2025 12:30
2024-2025_Brighton_Fulham,28,08/03/2025 15:00
2024-2025_Crystal Palace_Ipswich,28,08/03/2025 15:00
2024-2025_Liverpool_Southampton,28,08/03/2025 15:00
2024-2025_Brentford_Aston Villa,28,08/03/2025 17:30
2024-2025_Wolves_Everton,28,08/03/2025 20:00
2024-2025_Chelsea_Leicester,28,09/03/2025 14:00
2024-2025_Tottenham_Bournemouth,28,09/03/2025 14:00
2024-2025_Man United_Arsenal,28,09/03/2025 16:30
2024-2025_West Ham_Newcastle,28,10/03/2025 20:00
2024-2025_Aston Villa_Liverpool,29,19/02/2025 19:30
2024-2025_Everton_West Ham,29,15/03/2025 15:00
2024-2025_Ipswich_Nott'm Forest,29,15/03/2025 15:00
2024-2025_Man City_Brighton,29,15/03/2025 15:00
2024-2025_Southampton_Wolves,29,15/03/2025 15:00
2024-2025_Bournemouth_Brentford,29,15/03/2025 17:30
2024-2025_Arsenal_Chelsea,29,16/03/2025 13:30
2024-2025_Fulham_Tottenham,29,16/03/2025 13:30
2024-2025_Leicester_Man United,29,16/03/2025 19:00
2024-2025_Newcastle_Crystal Palace,29,16/04/2025 19:30
2024-2025_Arsenal_Fulham,30,01/04/2025 19:45
2024-2025_Wolves_West Ham,30,01/04/2025 19:45
2024-2025_Nott'm Forest_Man United,30,01/04/2025 20:00
2024-2025_Bournemouth_Ipswich,30,02/04/2025 19:45
2024-2025_Brighton_Aston Villa,30,02/04/2025 19:45
2024-2025_Man City_Leicester,30,02/04/2025 19:45
2024-2025_Newcastle_Brentford,30,02/04/2025 19:45
2024-2025_Southampton_Crystal Palace,30,02/04/2025 19:45
2024-2025_Liverpool_Everton,30,02/04/2025 20:00
2024-2025_Chelsea_Tottenham,30,03/04/2025 20:00
2024-2025_Everton_Arsenal,31,05/04/2025 12:30
2024-2025_Crystal Palace_Brighton,31,05/04/2025 15:00
2024-2025_Ipswich_Wolves,31,05/04/2025 15:00
2024-2025_West Ham_Bournemouth,31,05/04/2025 15:00
2024-2025_Aston Villa_Nott'm Forest,31,05/04/2025 17:30
2024-2025_Brentford_Chelsea,31,06/04/2025 14:00
2024-2025_Fulham_Liverpool,31,06/04/2025 14:00
2024-2025_Tottenham_Southampton,31,06/04/2025 14:00
2024-2025_Man United_Man City,31,06/04/2025 16:30
2024-2025_Leicester_Newcastle,31,07/04/2025 20:00
2024-2025_Man City_Crystal Palace,32,12/04/2025 12:30
2024-2025_Brighton_Leicester,32,12/04/2025 15:00
2024-2025_Nott'm Forest_Everton,32,12/04/2025 15:00
2024-2025_Southampton_Aston Villa,32,12/04/2025 15:00
2024-2025_Arsenal_Brentford,32,12/04/2025 17:30
2024-2025_Chelsea_Ipswich,32,13/04/2025 14:00
2024-2025_Liverpool_West Ham,32,13/04/2025 14:00
2024-2025_Wolves_Tottenham,32,13/04/2025 14:00
2024-2025_Newcastle_Man United,32,13/04/2025 16:30
2024-2025_Bournemouth_Fulham,32,14/04/2025 20:00
2024-2025_Brentford_Brighton,33,19/04/2025 15:00
2024-2025_Crystal Palace_Bournemouth,33,19/04/2025 15:00
2024-2025_Everton_Man City,33,19/04/2025 15:00
2024-2025_West Ham_Southampton,33,19/04/2025 15:00
2024-2025_Aston Villa_Newcastle,33,19/04/2025 17:30
2024-2025_Fulham_Chelsea,33,20/04/2025 14:00
2024-2025_Ipswich_Arsenal,33,20/04/2025 14:00
2024-2025_Man United_Wolves,33,20/04/2025 14:00
2024-2025_Leicester_Liverpool,33,20/04/2025 16:30
2024-2025_Tottenham_Nott'm Forest,33,21/04/2025 20:00
2024-2025_Man City_Aston Villa,34,22/04/2025 20:00
2024-2025_Arsenal_Crystal Palace,34,23/04/2025 20:00
2024-2025_Chelsea_Everton,34,26/04/2025 12:30
2024-2025_Brighton_West Ham,34,26/04/2025 15:00
2024-2025_Newcastle_Ipswich,34,26/04/2025 15:00
2024-2025_Southampton_Fulham,34,26/04/2025 15:00
2024-2025_Wolves_Leicester,34,26/04/2025 15:00
2024-2025_Bournemouth_Man United,34,27/04/2025 14:00
2024-2025_Liverpool_Tottenham,34,27/04/2025 16:30
2024-2025_Nott'm Forest_Brentford,34,01/05/2025 19:30
2024-2025_Man City_Wolves,35,02/05/2025 20:00
2024-2025_Aston Villa_Fulham,35,03/05/2025 12:30
2024-2025_Everton_Ipswich,35,03/05/2025 15:00
2024-2025_Leicester_Southampton,35,03/05/2025 15:00
2024-2025_Arsenal_Bournemouth,35,03/05/2025 17:30
2024-2025_Brentford_Man United,35,04/05/2025 14:00
2024-2025_Brighton_Newcastle,35,04/05/2025 14:00
2024-2025_West Ham_Tottenham,35,04/05/2025 14:00
2024-2025_Chelsea_Liverpool,35,04/05/2025 16:30
2024-2025_Crystal Palace_Nott'm Forest,35,05/05/2025 20:00
2024-2025_Fulham_Everton,36,10/05/2025 15:00
2024-2025_Ipswich_Brentford,36,10/05/2025 15:00
2024-2025_Southampton_Man City,36,10/05/2025 15:00
2024-2025_Wolves_Brighton,36,10/05/2025 15:00
2024-2025_Bournemouth_Aston Villa,36,10/05/2025 17:30
2024-2025_Newcastle_Chelsea,36,11/05/2025 12:00
2024-2025_Man United_West Ham,36,11/05/2025 14:15
2024-2025_Nott'm Forest_Leicester,36,11/05/2025 14:15
2024-2025_Tottenham_Crystal Palace,36,11/05/2025 14:15
2024-2025_Liverpool_Arsenal,36,11/05/2025 16:30
2024-2025_Aston Villa_Tottenham,37,16/05/2025 19:30
2024-2025_Chelsea_Man United,37,16/05/2025 20:15
2024-2025_Everton_Southampton,37,18/05/2025 12:00
2024-2025_West Ham_Nott'm Forest,37,18/05/2025 14:15
2024-2025_Brentford_Fulham,37,18/05/2025 15:00
2024-2025_Leicester_Ipswich,37,18/05/2025 15:00
2024-2025_Arsenal_Newcastle,37,18/05/2025 16:30
2024-2025_Brighton_Liverpool,37,19/05/2025 20:00
2024-2025_Crystal Palace_Wolves,37,20/05/2025 20:00
2024-2025_Man City_Bournemouth,37,20/05/2025 20:00
2024-2025_Bournemouth_Leicester,38,25/05/2025 16:00
2024-2025_Fulham_Man City,38,25/05/2025 16:00
2024-2025_Ipswich_West Ham,38,25/05/2025 16:00
2024-2025_Liverpool_Crystal Palace,38,25/05/2025 16:00
2024-2025_Man United_Aston Villa,38,25/05/2025 16:00
2024-2025_Newcastle_Everton,38,25/05/2025 16:00
2024-2025_Nott'm Forest_Chelsea,38,25/05/2025 16:00
2024-2025_Southampton_Arsenal,38,25/05/2025 16:00
2024-2025_Tottenham_Brighton,38,25/05/2025 16:00
2024-2025_Wolves_Brentford,38,25/05/2025 16:00
